p1,kappa,plan_hash,p,P_accept,P_reject,ASN,P50,P90,P99,terminal_mass,mass_residual
0.15,1.0,3e359284ef38a9b0,0.56,1.8474034468516673e-33,1.0,25.202771985300426,25,33,41,5.123866403968883e-60,0.0
0.15,1.0,3e359284ef38a9b0,0.5700000000000001,2.1828737227099327e-34,1.0000000000000004,24.637916299812545,24,32,40,1.030314420418895e-62,4.440892098500626e-16
0.15,1.0,3e359284ef38a9b0,0.58,2.459411253635786e-35,1.0000000000000004,24.097549275502185,24,31,40,1.7212948234491938e-65,4.440892098500626e-16
0.15,1.0,3e359284ef38a9b0,0.59,2.635449034032803e-36,0.9999999999999998,23.580085773366637,23,31,39,2.371170228069532e-68,2.220446049250313e-16
0.15,1.0,3e359284ef38a9b0,0.6,2.6786141263694026e-37,1.0,23.08408120110309,23,30,38,2.6713264823290575e-71,0.0
0.15,1.0,3e359284ef38a9b0,0.61,2.574701196329858e-38,1.0,22.608221931371514,22,29,35,2.4394015812151986e-74,0.0
0.15,1.0,3e359284ef38a9b0,0.62,2.3331507437522812e-39,1.0,22.15131682395702,22,29,35,1.7882916870907306e-77,0.0
0.15,1.0,3e359284ef38a9b0,0.63,1.986530578033206e-40,0.9999999999999999,21.712289503028412,22,27,34,1.0414460291261711e-80,1.1102230246251565e-16
0.15,1.0,3e359284ef38a9b0,0.64,1.5834675066255786e-41,1.0,21.290171054721984,21,27,33,4.763466943310915e-84,0.0
0.15,1.0,3e359284ef38a9b0,0.65,1.177021252479731e-42,0.9999999999999994,20.884092830295533,21,26,33,1.6900464707519169e-87,5.551115123125783e-16
0.15,1.0,3e359284ef38a9b0,0.66,8.124199137330891e-44,0.9999999999999999,20.493279072281485,19,26,32,4.588502302412963e-91,1.1102230246251565e-16
0.15,1.0,3e359284ef38a9b0,0.67,5.1832340727244676e-45,0.9999999999999996,20.117039128971303,19,25,31,9.392839296175539e-95,4.440892098500626e-16
0.15,1.0,3e359284ef38a9b0,0.68,3.0413847048012296e-46,1.0000000000000002,19.754759087020556,19,25,31,1.4263165855007182e-98,2.220446049250313e-16
0.15,1.0,3e359284ef38a9b0,0.6900000000000001,1.6323713832179203e-47,1.0,19.40589273122346,19,24,30,1.5782402276852305e-102,0.0
0.15,1.0,3e359284ef38a9b0,0.7000000000000001,7.966075175461218e-49,1.0000000000000002,19.069951830543044,18,24,29,1.247754602050239e-106,2.220446049250313e-16
0.15,1.0,3e359284ef38a9b0,0.71,3.5114876891186654e-50,0.9999999999999998,18.746495844499602,18,23,29,6.89692440404187e-111,2.220446049250313e-16
0.15,1.0,3e359284ef38a9b0,0.72,1.388061990808581e-51,0.9999999999999999,18.43512123705058,18,23,27,2.602017023878838e-115,1.1102230246251565e-16
0.15,1.0,3e359284ef38a9b0,0.73,4.88101320044195e-53,0.9999999999999999,18.135450668731348,18,23,27,6.523668742118594e-120,1.1102230246251565e-16
0.15,1.0,3e359284ef38a9b0,0.74,1.5132763626915988e-54,1.0000000000000002,17.847122404933604,17,22,26,1.0550329621754942e-124,2.220446049250313e-16
0.15,1.0,3e359284ef38a9b0,0.75,4.0955013507061605e-56,1.0,17.569780322623103,17,22,26,1.0645255897542778e-129,0.0
0.15,1.0,3e359284ef38a9b0,0.76,9.568092237341037e-58,1.0,17.303064914957474,17,21,25,6.454955117195711e-135,0.0
0.15,1.0,3e359284ef38a9b0,0.77,1.9054936188323687e-59,0.9999999999999999,17.046605680583696,17,21,25,2.254819041799578e-140,1.1102230246251565e-16
0.15,1.0,3e359284ef38a9b0,0.78,3.1890658322609496e-61,0.9999999999999996,16.800015241561237,16,21,24,4.324908930812203e-146,4.440892098500626e-16
0.15,1.0,3e359284ef38a9b0,0.79,4.413095640524052e-63,1.0000000000000002,16.562885462842786,16,19,24,4.3124785113283e-152,2.220446049250313e-16
0.15,1.0,3e359284ef38a9b0,0.8,4.956425622699034e-65,1.0,16.33478575116097,16,19,23,2.0994288994725633e-158,0.0
0.15,1.0,3e359284ef38a9b0,0.81,4.422017957981213e-67,1.0000000000000002,16.115263597910534,16,19,23,4.641127141677348e-165,2.220446049250313e-16
0.15,1.0,3e359284ef38a9b0,0.8200000000000001,3.056828090507857e-69,1.0,15.903847306423915,16,18,22,4.2824306814484773e-172,0.0
0.15,1.0,3e359284ef38a9b0,0.8300000000000001,1.5901453705639474e-71,0.9999999999999999,15.700050716966116,15,18,22,1.494164965025231e-179,1.1102230246251565e-16
0.15,1.0,3e359284ef38a9b0,0.84,6.013516262667958e-74,0.9999999999999998,15.503379621170248,15,18,22,1.7539479129913115e-187,2.220446049250313e-16
0.15,1.0,3e359284ef38a9b0,0.85,1.5865503415040206e-76,0.9999999999999999,15.313339449658942,15,17,21,6.025080777853981e-196,1.1102230246251565e-16
0.15,1.0,3e359284ef38a9b0,0.86,2.7785326385198186e-79,1.0,15.129443729818114,15,17,21,5.117802062843548e-205,0.0
0.15,1.0,3e359284ef38a9b0,0.87,3.039556522169656e-82,0.9999999999999999,14.951222751781643,15,17,19,8.748260724214729e-215,1.1102230246251565e-16
0.15,1.0,3e359284ef38a9b0,0.88,1.926137270486461e-85,1.0,14.778231855201794,15,17,19,2.3307161764641405e-225,0.0
0.15,1.0,3e359284ef38a9b0,0.89,6.428859938308162e-89,0.9999999999999998,14.610058761578982,14,16,19,7.010652079252332e-237,2.220446049250313e-16
0.15,1.0,3e359284ef38a9b0,0.9,1.0000082800039658e-92,1.0000000000000004,14.446329429599695,14,16,18,1.5724011788065704e-249,4.440892098500626e-16
0.15,1.0,3e359284ef38a9b0,0.91,6.170389899723658e-97,0.9999999999999999,14.286712005172543,14,16,18,1.5227794070932462e-263,1.1102230246251565e-16
0.15,1.0,3e359284ef38a9b0,0.92,1.214170212825266e-101,1.0000000000000002,14.130918572669975,14,16,17,3.0381682025613838e-279,2.220446049250313e-16
0.15,1.0,3e359284ef38a9b0,0.93,5.610737974671494e-107,0.9999999999999996,13.97870458562083,14,15,17,4.4248488692765484e-297,4.440892098500626e-16
0.15,1.0,3e359284ef38a9b0,0.9400000000000001,3.889691344099126e-113,1.0000000000000002,13.829866056575785,14,15,17,1.029308e-317,2.220446049250313e-16
0.15,1.0,3e359284ef38a9b0,0.9500000000000001,2.01948405525843e-120,1.0,13.684234805183053,13,15,16,0.0,0.0
0.15,1.0,3e359284ef38a9b0,0.96,2.4519929008668172e-129,0.9999999999999999,13.541672282504683,13,15,16,0.0,1.1102230246251565e-16
0.15,1.0,3e359284ef38a9b0,0.97,7.855167226610349e-141,1.0,13.402062681916478,13,14,15,0.0,0.0
0.15,1.0,3e359284ef38a9b0,0.98,4.951760157713388e-157,0.9999999999999999,13.265306175714663,13,14,15,0.0,1.1102230246251565e-16
0.15,1.0,3e359284ef38a9b0,0.99,1.0000000000009936e-184,0.9999999999999999,13.131313131771195,13,14,14,0.0,1.1102230246251565e-16
0.15,1.0,3e359284ef38a9b0,1.0,0.0,1.0,13.0,13,13,13,0.0,0.0
0.15,1.25,1b031a96469e7f30,0.0,1.0,0.0,57.0,57,57,57,0.0,0.0
0.15,1.25,1b031a96469e7f30,0.01,0.9999999999999912,8.224129566780256e-15,62.10489656348885,57,74,82,5.3650238203239494e-30,5.551115123125783e-16
0.15,1.25,1b031a96469e7f30,0.02,0.9999999999834124,1.658599882732965e-11,68.29882204961781,65,82,106,8.00752610816879e-19,1.6653345369377348e-15
0.15,1.25,1b031a96469e7f30,0.03,0.9999999980457138,1.9542842156698453e-09,75.76530169144492,74,98,122,6.623655376914046e-13,1.9984014443252818e-15
0.15,1.25,1b031a96469e7f30,0.04,0.9999999302080748,6.979192226021182e-08,84.9222686893952,82,114,155,3.8227786078299604e-09,2.9976021664879227e-15
0.15,1.25,1b031a96469e7f30,0.05,0.9999987279418421,1.2720581535869409e-06,96.48814309451703,90,138,187,1.445007792214171e-06,4.3298697960381105e-15
0.15,1.25,1b031a96469e7f30,0.06,0.9999846180393315,1.5381960662263237e-05,111.64763868741014,106,163,244,9.725784696008278e-05,6.217248937900877e-15
0.15,1.25,1b031a96469e7f30,0.07,0.999844546591944,0.00015545340804889513,132.3390121073755,122,203,316,0.001993205603774998,7.105427357601002e-15
0.15,1.25,1b031a96469e7f30,0.08,0.9985479110654695,0.0014520889345368778,161.2528304769398,146,268,391,0.017187080851549654,6.439293542825908e-15
0.15,1.25,1b031a96469e7f30,0.09,0.9895746221274757,0.010425377872529706,199.929360585802,179,365,391,0.07702228082040603,5.329070518200751e-15
0.15,1.25,1b031a96469e7f30,0.1,0.9503097470907623,0.049690252909244836,244.41079883373868,227,391,391,0.2074526858172795,7.105427357601002e-15
0.15,1.25,1b031a96469e7f30,0.11,0.8431857596666827,0.1568142403333208,283.2646207508923,308,391,391,0.3719601108525526,3.552713678800501e-15
0.15,1.25,1b031a96469e7f30,0.12,0.6533031382970234,0.34669686170297737,303.0312048811691,373,391,391,0.47673110857668133,6.661338147750939e-16
0.15,1.25,1b031a96469e7f30,0.1225,0.5968074072434784,0.4031925927565047,303.9795726251901,381,391,391,0.4842470577310081,1.687538997430238e-14
0.15,1.25,1b031a96469e7f30,0.13,0.4235998702547473,0.5764001297452526,297.1496333764249,357,391,391,0.4583462603076932,1.1102230246251565e-16
0.15,1.25,1b031a96469e7f30,0.14,0.22522658634300258,0.7747734136569973,269.742346639432,284,391,391,0.3413136208259659,2.220446049250313e-16
0.15,1.25,1b031a96469e7f30,0.15,0.0980405936801372,0.9019594063198564,231.58975904654315,215,391,391,0.2011698030250132,6.439293542825908e-15
0.15,1.25,1b031a96469e7f30,0.16,0.0353699107788527,0.964630089221143,193.1345206773999,170,384,391,0.09533996806768655,4.3298697960381105e-15
0.15,1.25,1b031a96469e7f30,0.17,0.010846697695618426,0.9891533023043779,160.31259330552234,140,296,391,0.03679485051268686,3.6637359812630166e-15
0.15,1.25,1b031a96469e7f30,0.18,0.0029519036967087203,0.9970480963032982,134.6085654292762,117,238,391,0.011690995568716287,6.8833827526759706e-15
0.15,1.25,1b031a96469e7f30,0.19,0.0007631094713706065,0.9992368905286354,115.10640989462964,101,198,326,0.0030884207241633705,5.995204332975845e-15
0.15,1.25,1b031a96469e7f30,0.2,0.0002043799786525709,0.9997956200213529,100.26727690875201,90,167,271,0.0006844099868380506,5.551115123125783e-15
0.15,1.25,1b031a96469e7f30,0.21,6.0535439562441434e-05,0.9999394645604395,88.7538933969631,78,148,232,0.00012826227466135017,1.9984014443252818e-15
0.15,1.25,1b031a96469e7f30,0.22,1.9902899962940105e-05,0.99998009710004,79.60602636399761,70,131,203,2.0475592958824687e-05,2.886579864025407e-15
0.15,1.25,1b031a96469e7f30,0.23,7.002167784112382e-06,0.9999929978322164,72.174244017097,66,117,179,2.802448290320492e-06,4.440892098500626e-16
0.15,1.25,1b031a96469e7f30,0.24,2.5493722060671734e-06,0.9999974506277943,66.01990154398558,60,106,159,3.307378362385322e-07,4.440892098500626e-16
0.15,1.25,1b031a96469e7f30,0.25,9.441476167109163e-07,0.9999990558523832,60.840090113864754,57,96,143,3.382596008923851e-08,0.0
0.15,1.25,1b031a96469e7f30,0.26,3.532211538436625e-07,0.9999996467788466,56.41979059523657,52,88,132,3.0111094488261556e-09,4.440892098500626e-16
0.15,1.25,1b031a96469e7f30,0.27,1.3311232248060436e-07,0.999999866887677,52.602399406919616,50,82,121,2.341752250360005e-10,5.551115123125783e-16
0.15,1.25,1b031a96469e7f30,0.28,5.044803021564786e-08,0.9999999495519706,49.271316994991864,45,76,110,1.5961739431745323e-11,8.881784197001252e-16
0.15,1.25,1b031a96469e7f30,0.29,1.9201269354373307e-08,0.9999999807987275,46.33809573821312,43,70,102,9.561148323802559e-13,3.1086244689504383e-15
0.15,1.25,1b031a96469e7f30,0.3,7.329785000857961e-09,0.9999999926702127,43.734556913845054,42,67,96,5.044206882335938e-14,2.3314683517128287e-15
0.15,1.25,1b031a96469e7f30,0.31,2.8024388884633696e-09,0.999999997197558,41.407388841420506,39,62,90,2.3480306760301643e-15,3.1086244689504383e-15
0.15,1.25,1b031a96469e7f30,0.32,1.0716879233580608e-09,0.9999999989283093,39.31435214307417,36,59,84,9.657045112089044e-17,2.7755575615628914e-15
0.15,1.25,1b031a96469e7f30,0.33,4.0934989954055613e-10,0.9999999995906472,37.421561438100085,35,57,78,3.512808817719471e-18,2.886579864025407e-15
0.15,1.25,1b031a96469e7f30,0.34,1.5596698623212455e-10,0.9999999998440309,35.70150883084766,34,53,75,1.1308982353644466e-19,2.1094237467877974e-15
0.15,1.25,1b031a96469e7f30,0.35000000000000003,5.919922986455532e-11,0.9999999999407989,34.131610025124765,33,51,70,3.223278504916274e-21,1.887379141862766e-15
0.15,1.25,1b031a96469e7f30,0.36,2.2356229296358003e-11,0.9999999999776433,32.6931246375317,31,49,67,8.133710663451186e-23,4.440892098500626e-16
0.15,1.25,1b031a96469e7f30,0.37,8.389880545178437e-12,0.9999999999916102,31.3703474762796,29,45,64,1.816678619855901e-24,0.0
0.15,1.25,1b031a96469e7f30,0.38,3.1252551747403776e-12,0.9999999999968746,30.149997577151126,28,44,61,3.589410940973135e-26,1.1102230246251565e-16
0.15,1.25,1b031a96469e7f30,0.39,1.1542679183413428e-12,0.9999999999988465,29.02075239640481,27,42,59,6.268446728192299e-28,6.661338147750939e-16
0.15,1.25,1b031a96469e7f30,0.4,4.222381166234639e-13,0.9999999999995768,27.972889063066273,27,41,57,9.665083950366935e-30,9.992007221626409e-16
0.15,1.25,1b031a96469e7f30,0.41000000000000003,1.5282444627589936e-13,0.9999999999998476,26.998004981645277,26,39,53,1.3138937995744771e-31,4.440892098500626e-16
0.15,1.25,1b031a96469e7f30,0.42,5.4674064599436055e-14,0.9999999999999477,26.088797601709473,25,37,51,1.572197684812007e-33,2.4424906541753444e-15
0.15,1.25,1b031a96469e7f30,0.43,1.9315319314944418e-14,0.9999999999999815,25.238888651719783,25,36,50,1.65277060995105e-35,6.661338147750939e-16
0.15,1.25,1b031a96469e7f30,0.44,6.731938608669712e-15,0.9999999999999943,24.44268212862592,24,35,48,1.5230865655587064e-37,1.1102230246251565e-15
0.15,1.25,1b031a96469e7f30,0.45,2.3125185601141945e-15,0.9999999999999987,23.6952482359274,23,34,45,1.2273569441784601e-39,8.881784197001252e-16
0.15,1.25,1b031a96469e7f30,0.46,7.822150586357551e-16,1.0000000000000004,22.99222755850765,21,33,44,8.624936748319007e-42,1.3322676295501878e-15
0.15,1.25,1b031a96469e7f30,0.47000000000000003,2.602846811618949e-16,1.000000000000001,22.32975126665594,21,32,43,5.26935000312026e-44,1.3322676295501878e-15
0.15,1.25,1b031a96469e7f30,0.48,8.511997882409313e-17,0.9999999999999998,21.70437421546752,20,31,41,2.7894577805985414e-46,1.1102230246251565e-16
0.15,1.25,1b031a96469e7f30,0.49,2.733027837386919e-17,0.9999999999999996,21.1130185703311,20,29,40,1.2748296733086124e-48,4.440892098500626e-16
0.15,1.25,1b031a96469e7f30,0.5,8.606818371100477e-18,0.9999999999999994,20.55292613441112,19,28,37,5.009771837901725e-51,5.551115123125783e-16
0.15,1.25,1b031a96469e7f30,0.51,2.6556320234894506e-18,0.9999999999999993,20.021617945511473,19,28,37,1.6855006724656486e-53,6.661338147750939e-16
0.15,1.25,1b031a96469e7f30,0.52,8.019399396820115e-19,0.9999999999999998,19.51685999425539,19,27,36,4.832100400785546e-56,2.220446049250313e-16
0.15,1.25,1b031a96469e7f30,0.53,2.3673637173510575e-19,1.0000000000000002,19.036634125780683,18,26,35,1.1744070853564311e-58,2.220446049250313e-16
0.15,1.25,1b031a96469e7f30,0.54,6.82359797503807e-20,0.9999999999999998,18.579113345422087,18,26,34,2.4064337816326513e-61,2.220446049250313e-16
0.15,1.25,1b031a96469e7f30,0.55,1.9179438496317085e-20,0.9999999999999998,18.142640870170954,18,25,33,4.1324018718063304e-64,2.220446049250313e-16
0.15,1.25,1b031a96469e7f30,0.56,5.2498942361288755e-21,1.0,17.725712362205908,17,25,32,5.90873444092696e-67,0.0
0.15,1.25,1b031a96469e7f30,0.5700000000000001,1.3974677298027615e-21,1.0000000000000002,17.326960855430933,17,24,31,6.985729607359526e-70,2.220446049250313e-16
0.15,1.25,1b031a96469e7f30,0.58,3.6120730409791364e-22,1.0000000000000004,16.9451439457198,17,23,29,6.777501700033882e-73,4.440892098500626e-16
0.15,1.25,1b031a96469e7f30,0.59,9.05107878736504e-23,0.9999999999999999,16.579132864213463,16,23,29,5.35198339487176e-76,1.1102230246251565e-16
0.15,1.25,1b031a96469e7f30,0.6,2.1949930210373408e-23,0.9999999999999999,16.22790309356012,16,21,28,3.4095801492729683e-79,1.1102230246251565e-16
0.15,1.25,1b031a96469e7f30,0.61,5.142381219518465e-24,0.9999999999999996,15.890526221937167,16,21,27,1.7356462220260537e-82,4.440892098500626e-16
0.15,1.25,1b031a96469e7f30,0.62,1.1615745212394433e-24,1.0,15.566162761146984,16,20,27,6.986774125350996e-86,0.0
0.15,1.25,1b031a96469e7f30,0.63,2.5244848068456863e-25,1.0,15.254055684765795,15,20,26,2.1990774342578226e-89,0.0
0.15,1.25,1b031a96469e7f30,0.64,5.26700017714415e-26,0.9999999999999999,14.953524471582805,15,20,26,5.345853276954717e-93,1.1102230246251565e-16
0.15,1.25,1b031a96469e7f30,0.65,1.0523582481427303e-26,0.9999999999999997,14.663959469331454,13,19,25,9.90364610199811e-97,3.3306690738754696e-16
0.15,1.25,1b031a96469e7f30,0.66,2.0083158761131357e-27,1.0,14.384816424501441,13,19,25,1.3779532664172734e-100,0.0
0.15,1.25,1b031a96469e7f30,0.67,3.6503124078051327e-28,0.9999999999999999,14.115611055940283,13,19,24,1.4171114085764473e-104,1.1102230246251565e-16
0.15,1.25,1b031a96469e7f30,0.68,6.299555738127739e-29,1.0,13.855913582740419,13,18,24,1.058547097501755e-108,0.0
0.15,1.25,1b031a96469e7f30,0.6900000000000001,1.0287280612520188e-29,1.0,13.605343149979623,13,18,23,5.633969990999094e-113,0.0
0.15,1.25,1b031a96469e7f30,0.7000000000000001,1.583766054738366e-30,1.0,13.363562128411218,13,18,21,2.091880699046383e-117,0.0
0.15,1.25,1b031a96469e7f30,0.71,2.2893438733159654e-31,0.9999999999999997,13.13027029520763,12,17,21,5.293497333962851e-122,3.3306690738754696e-16
0.15,1.25,1b031a96469e7f30,0.72,3.0932028819067526e-32,1.0,12.905198931313986,12,17,20,8.896309161875845e-127,0.0
0.15,1.25,1b031a96469e7f30,0.73,3.887068061496527e-33,0.9999999999999998,12.688104895875618,12,17,20,9.648768897113537e-132,2.220446049250313e-16
0.15,1.25,1b031a96469e7f30,0.74,4.518044200598813e-34,1.0,12.478764758705507,12,16,20,6.540801239897738e-137,0.0
0.15,1.25,1b031a96469e7f30,0.75,4.827393139856545e-35,1.0000000000000002,12.276969087194736,12,16,19,2.673832595175495e-142,2.220446049250313e-16
0.15,1.25,1b031a96469e7f30,0.76,4.7087221351966665e-36,1.0,12.08251699403223,12,16,19,6.331471037042864e-148,0.0
0.15,1.25,1b031a96469e7f30,0.77,4.160402123926569e-37,0.9999999999999997,11.895211056457832,11,15,19,8.298777215940191e-154,3.3306690738754696e-16
0.15,1.25,1b031a96469e7f30,0.78,3.300458247511131e-38,1.0,11.714852716663314,11,15,18,5.718525563280037e-160,0.0
0.15,1.25,1b031a96469e7f30,0.79,2.327297595862781e-39,0.9999999999999999,11.541238266767213,11,15,18,1.953407505955686e-166,1.1102230246251565e-16
0.15,1.25,1b031a96469e7f30,0.8,1.4419931143254172e-40,0.9999999999999999,11.37415551110807,11,13,18,3.0921664305306002e-173,1.1102230246251565e-16
0.15,1.25,1b031a96469e7f30,0.81,7.747016122648082e-42,1.0,11.213381184147758,11,13,17,2.0984096326903125e-180,0.0
0.15,1.25,1b031a96469e7f30,0.8200000000000001,3.553505984938461e-43,1.0,11.058679184840495,11,13,17,5.576558346223835e-188,0.0
0.15,1.25,1b031a96469e7f30,0.8300000000000001,1.3666988288256098e-44,1.0,10.909799668678566,11,13,17,5.219369610556228e-196,0.0
0.15,1.25,1b031a96469e7f30,0.84,4.314145886468611e-46,1.0,10.766479017469056,10,13,16,1.517637170436407e-204,0.0
0.15,1.25,1b031a96469e7f30,0.85,1.0895262958493208e-47,0.9999999999999998,10.628440684779655,10,12,16,1.1802168356020263e-213,2.220446049250313e-16
0.15,1.25,1b031a96469e7f30,0.86,2.134619511528046e-49,0.9999999999999999,10.495396892283315,10,12,16,2.0485529803971672e-223,1.1102230246251565e-16
0.15,1.25,1b031a96469e7f30,0.87,3.1245292544576185e-51,0.9999999999999999,10.367051129079547,10,12,15,6.361608073746121e-234,1.1102230246251565e-16
0.15,1.25,1b031a96469e7f30,0.88,3.260910133197761e-53,1.0,10.243101382399093,10,12,15,2.686242906418452e-245,0.0
0.15,1.25,1b031a96469e7f30,0.89,2.287638238924248e-55,0.9999999999999997,10.123244003612255,10,12,13,1.0910036123664441e-257,3.3306690738754696e-16
0.15,1.25,1b031a96469e7f30,0.9,1.000005130001649e-57,0.9999999999999999,10.007178087670606,10,11,13,2.729967653942878e-271,1.1102230246251565e-16
0.15,1.25,1b031a96469e7f30,0.91,2.4650408205276225e-60,1.0000000000000002,9.894610216375078,10,11,13,2.340863205288536e-286,2.220446049250313e-16
0.15,1.25,1b031a96469e7f30,0.92,2.9931586449659374e-63,1.0,9.78525938542931,10,11,13,3.10755485467575e-303,0.0
0.15,1.25,1b031a96469e7f30,0.93,1.4811139432119657e-66,1.0,9.67886190130605,9,11,12,2.08e-322,0.0
0.15,1.25,1b031a96469e7f30,0.9400000000000001,2.2626706162608963e-70,1.0,9.575175995726322,9,11,12,0.0,0.0
0.15,1.25,1b031a96469e7f30,0.9500000000000001,6.938894197454443e-75,0.9999999999999998,9.473985862279168,9,10,12,0.0,2.220446049250313e-16
0.15,1.25,1b031a96469e7f30,0.96,2.0769187620342887e-80,1.0000000000000002,9.375104770736916,9,10,11,0.0,2.220446049250313e-16
0.15,1.25,1b031a96469e7f30,0.97,1.5700429009806452e-87,0.9999999999999999,9.278376859406224,9,10,11,0.0,1.1102230246251565e-16
0.15,1.25,1b031a96469e7f30,0.98,1.441151880861676e-97,0.9999999999999999,9.183677143978887,9,10,11,0.0,1.1102230246251565e-16
0.15,1.25,1b031a96469e7f30,0.99,1.0000000000006155e-114,0.9999999999999998,9.090909212497923,9,9,10,0.0,2.220446049250313e-16
0.15,1.25,1b031a96469e7f30,1.0,0.0,1.0,9.0,9,9,9,0.0,0.0
0.15,1.5,15e756fae026a614,0.0,1.0,0.0,40.0,40,40,40,0.0,0.0
0.15,1.5,15e756fae026a614,0.01,0.9999999999999911,8.224129559301301e-15,43.47828796959977,40,48,64,5.820679451968471e-47,6.661338147750939e-16
0.15,1.5,15e756fae026a614,0.02,0.9999999999834126,1.65859968163271e-11,47.62096197664469,48,56,80,8.874150526604035e-30,1.4432899320127035e-15
0.15,1.5,15e756fae026a614,0.03,0.9999999980457195,1.954279142581259e-09,52.64989545402523,48,72,97,1.3174904912943837e-20,1.3322676295501878e-15
0.15,1.5,15e756fae026a614,0.04,0.999999930210489,6.978950879561645e-08,58.90197078558268,56,80,121,1.0066157524371341e-14,2.1094237467877974e-15
0.15,1.5,15e756fae026a614,0.05,0.9999987295046635,1.2704953336769986e-06,66.88762435275052,64,97,145,1.197695047598367e-10,2.7755575615628914e-15
0.15,1.5,15e756fae026a614,0.06,0.9999849826669817,1.5017333013744896e-05,77.41531034353136,72,121,194,1.0152983472259289e-07,4.551914400963142e-15
0.15,1.5,15e756fae026a614,0.07,0.9998648841555999,0.00013511584439547558,91.8673504725285,80,153,250,1.3824654103845083e-05,4.551914400963142e-15
0.15,1.5,15e756fae026a614,0.08,0.9988889650627882,0.0011110349372161921,112.73371437177575,97,194,347,0.0004919171030750722,4.440892098500626e-15
0.15,1.5,15e756fae026a614,0.09,0.9915341536968806,0.008465846303123423,144.0960042893195,113,267,501,0.006264863256814515,3.9968028886505635e-15
0.15,1.5,15e756fae026a614,0.1,0.9535185117299327,0.04648148827007269,189.4400848494923,145,388,552,0.0353747828846026,5.329070518200751e-15
0.15,1.5,15e756fae026a614,0.11,0.8382097277781366,0.16179027222186648,243.30581736677254,194,552,552,0.10294939964752463,3.1086244689504383e-15
0.15,1.5,15e756fae026a614,0.12,0.6307691824832582,0.3692308175167429,285.7550750344785,245,552,552,0.17201246114307744,1.1102230246251565e-15
0.15,1.5,15e756fae026a614,0.1275,0.4511698123775902,0.5488301876224261,297.02469857180307,263,552,552,0.1842651535031409,1.6209256159527285e-14
0.15,1.5,15e756fae026a614,0.13,0.39443875825765623,0.6055612417423439,296.1228895980199,262,552,552,0.1784546984089924,2.220446049250313e-16
0.15,1.5,15e756fae026a614,0.14,0.20932454002745657,0.7906754599725433,273.05675457736277,237,552,552,0.12179706211642848,1.1102230246251565e-16
0.15,1.5,15e756fae026a614,0.15,0.09985577684923277,0.9001442231507611,232.84486672130757,198,462,552,0.057130284023093565,6.106226635438361e-15
0.15,1.5,15e756fae026a614,0.16,0.045674874606482965,0.9543251253935109,192.2052964354599,163,359,552,0.019055095148997538,6.106226635438361e-15
0.15,1.5,15e756fae026a614,0.17,0.020917970440914903,0.9790820295590814,158.85113428494708,138,286,486,0.004644848152300651,3.6637359812630166e-15
0.15,1.5,15e756fae026a614,0.18,0.00974288916172697,0.9902571108382806,133.51520761234693,117,232,389,0.0008464048688062904,7.549516567451064e-15
0.15,1.5,15e756fae026a614,0.19,0.004618590916679704,0.9953814090833274,114.48510808448415,101,197,320,0.00011751936693217242,7.105427357601002e-15
0.15,1.5,15e756fae026a614,0.2,0.0022223350440877536,0.9977776649559187,99.95862395966066,89,167,269,1.2636390029270214e-05,6.439293542825908e-15
0.15,1.5,15e756fae026a614,0.21,0.0010826516830921215,0.9989173483169107,88.60964335724437,78,147,231,1.067033545871373e-06,2.886579864025407e-15
0.15,1.5,15e756fae026a614,0.22,0.000532882103380614,0.9994671178966207,79.53995263301694,70,131,203,7.161336408430984e-08,1.3322676295501878e-15
0.15,1.5,15e756fae026a614,0.23,0.0002645022764228017,0.9997354977235791,72.14397949069273,66,117,179,3.8598556628125105e-09,1.7763568394002505e-15
0.15,1.5,15e756fae026a614,0.24,0.00013217849409987378,0.9998678215059003,66.0059339434433,60,106,159,1.685718378320473e-10,2.220446049250313e-16
0.15,1.5,15e756fae026a614,0.25,6.640261448030838e-05,0.9999335973855185,60.83358494761918,57,96,143,6.011265002542308e-12,1.2212453270876722e-15
0.15,1.5,15e756fae026a614,0.26,3.349216359598151e-05,0.9999665078364047,56.4167354287792,52,88,132,1.761823712585177e-13,6.661338147750939e-16
0.15,1.5,15e756fae026a614,0.27,1.694139214728015e-05,0.9999830586078521,52.60095433897684,50,82,121,4.267731746020434e-15,6.661338147750939e-16
0.15,1.5,15e756fae026a614,0.28,8.585767031801767e-06,0.9999914142329672,49.27062954718763,45,76,110,8.58443923709266e-17,9.992007221626409e-16
0.15,1.5,15e756fae026a614,0.29,4.35570051474736e-06,0.9999956442994821,46.33776722558546,43,70,102,1.4394871514108987e-18,3.219646771412954e-15
0.15,1.5,15e756fae026a614,0.3,2.2102736803087224e-06,0.9999977897263175,43.73439939400554,42,67,96,2.0187267816086348e-20,2.220446049250313e-15
0.15,1.5,15e756fae026a614,0.31,1.1210568851829061e-06,0.9999988789431117,41.407313133651236,39,62,90,2.373744828098849e-22,3.1086244689504383e-15
0.15,1.5,15e756fae026a614,0.32,5.679404081466344e-07,0.9999994320595893,39.31431570526084,36,59,84,2.3449510263129927e-24,2.55351295663786e-15
0.15,1.5,15e756fae026a614,0.33,2.871975899760193e-07,0.9999997128024071,37.42154389195133,35,57,78,1.948932980174465e-26,2.9976021664879227e-15
