p1,kappa,plan_hash,n,k_accept_max,k_reject_min,terminal
0.12,2.0,c270fb91ae7ce470,2890,306,332,False
0.12,2.0,c270fb91ae7ce470,2891,306,332,False
0.12,2.0,c270fb91ae7ce470,2892,306,332,False
0.12,2.0,c270fb91ae7ce470,2893,306,332,False
0.12,2.0,c270fb91ae7ce470,2894,306,332,False
0.12,2.0,c270fb91ae7ce470,2895,306,332,False
0.12,2.0,c270fb91ae7ce470,2896,306,332,False
0.12,2.0,c270fb91ae7ce470,2897,306,333,False
0.12,2.0,c270fb91ae7ce470,2898,307,333,False
0.12,2.0,c270fb91ae7ce470,2899,307,333,False
0.12,2.0,c270fb91ae7ce470,2900,307,333,False
0.12,2.0,c270fb91ae7ce470,2901,307,333,False
0.12,2.0,c270fb91ae7ce470,2902,307,333,False
0.12,2.0,c270fb91ae7ce470,2903,307,333,False
0.12,2.0,c270fb91ae7ce470,2904,307,333,False
0.12,2.0,c270fb91ae7ce470,2905,307,333,False
0.12,2.0,c270fb91ae7ce470,2906,307,333,False
0.12,2.0,c270fb91ae7ce470,2907,308,334,False
0.12,2.0,c270fb91ae7ce470,2908,308,334,False
0.12,2.0,c270fb91ae7ce470,2909,308,334,False
0.12,2.0,c270fb91ae7ce470,2910,308,334,False
0.12,2.0,c270fb91ae7ce470,2911,308,334,False
0.12,2.0,c270fb91ae7ce470,2912,308,334,False
0.12,2.0,c270fb91ae7ce470,2913,308,334,False
0.12,2.0,c270fb91ae7ce470,2914,308,334,False
0.12,2.0,c270fb91ae7ce470,2915,308,334,False
0.12,2.0,c270fb91ae7ce470,2916,308,335,False
0.12,2.0,c270fb91ae7ce470,2917,309,335,False
0.12,2.0,c270fb91ae7ce470,2918,309,335,False
0.12,2.0,c270fb91ae7ce470,2919,309,335,False
0.12,2.0,c270fb91ae7ce470,2920,309,335,False
0.12,2.0,c270fb91ae7ce470,2921,309,335,False
0.12,2.0,c270fb91ae7ce470,2922,309,335,False
0.12,2.0,c270fb91ae7ce470,2923,309,335,False
0.12,2.0,c270fb91ae7ce470,2924,309,335,False
0.12,2.0,c270fb91ae7ce470,2925,309,336,False
0.12,2.0,c270fb91ae7ce470,2926,310,336,False
0.12,2.0,c270fb91ae7ce470,2927,310,336,False
0.12,2.0,c270fb91ae7ce470,2928,310,336,False
0.12,2.0,c270fb91ae7ce470,2929,310,336,False
0.12,2.0,c270fb91ae7ce470,2930,310,336,False
0.12,2.0,c270fb91ae7ce470,2931,310,336,False
0.12,2.0,c270fb91ae7ce470,2932,310,336,False
0.12,2.0,c270fb91ae7ce470,2933,310,336,False
0.12,2.0,c270fb91ae7ce470,2934,310,337,False
0.12,2.0,c270fb91ae7ce470,2935,311,337,False
0.12,2.0,c270fb91ae7ce470,2936,311,337,False
0.12,2.0,c270fb91ae7ce470,2937,311,337,False
0.12,2.0,c270fb91ae7ce470,2938,311,337,False
0.12,2.0,c270fb91ae7ce470,2939,311,337,False
0.12,2.0,c270fb91ae7ce470,2940,311,337,False
0.12,2.0,c270fb91ae7ce470,2941,311,337,False
0.12,2.0,c270fb91ae7ce470,2942,311,337,False
0.12,2.0,c270fb91ae7ce470,2943,311,338,False
0.12,2.0,c270fb91ae7ce470,2944,312,338,False
0.12,2.0,c270fb91ae7ce470,2945,312,338,False
0.12,2.0,c270fb91ae7ce470,2946,312,338,False
0.12,2.0,c270fb91ae7ce470,2947,312,338,False
0.12,2.0,c270fb91ae7ce470,2948,312,338,False
0.12,2.0,c270fb91ae7ce470,2949,312,338,False
0.12,2.0,c270fb91ae7ce470,2950,312,338,False
0.12,2.0,c270fb91ae7ce470,2951,312,338,False
0.12,2.0,c270fb91ae7ce470,2952,312,339,False
0.12,2.0,c270fb91ae7ce470,2953,313,339,False
0.12,2.0,c270fb91ae7ce470,2954,313,339,False
0.12,2.0,c270fb91ae7ce470,2955,313,339,False
0.12,2.0,c270fb91ae7ce470,2956,313,339,False
0.12,2.0,c270fb91ae7ce470,2957,313,339,False
0.12,2.0,c270fb91ae7ce470,2958,313,339,False
0.12,2.0,c270fb91ae7ce470,2959,313,339,False
0.12,2.0,c270fb91ae7ce470,2960,313,339,False
0.12,2.0,c270fb91ae7ce470,2961,313,340,False
0.12,2.0,c270fb91ae7ce470,2962,314,340,False
0.12,2.0,c270fb91ae7ce470,2963,314,340,False
0.12,2.0,c270fb91ae7ce470,2964,314,340,False
0.12,2.0,c270fb91ae7ce470,2965,314,340,False
0.12,2.0,c270fb91ae7ce470,2966,314,340,False
0.12,2.0,c270fb91ae7ce470,2967,314,340,False
0.12,2.0,c270fb91ae7ce470,2968,314,340,False
0.12,2.0,c270fb91ae7ce470,2969,314,340,False
0.12,2.0,c270fb91ae7ce470,2970,314,341,False
0.12,2.0,c270fb91ae7ce470,2971,315,341,False
0.12,2.0,c270fb91ae7ce470,2972,315,341,False
0.12,2.0,c270fb91ae7ce470,2973,315,341,False
0.12,2.0,c270fb91ae7ce470,2974,315,341,False
0.12,2.0,c270fb91ae7ce470,2975,315,341,False
0.12,2.0,c270fb91ae7ce470,2976,315,341,False
0.12,2.0,c270fb91ae7ce470,2977,315,341,False
0.12,2.0,c270fb91ae7ce470,2978,315,341,False
0.12,2.0,c270fb91ae7ce470,2979,315,342,False
0.12,2.0,c270fb91ae7ce470,2980,316,342,False
0.12,2.0,c270fb91ae7ce470,2981,316,342,False
0.12,2.0,c270fb91ae7ce470,2982,316,342,False
0.12,2.0,c270fb91ae7ce470,2983,316,342,False
0.12,2.0,c270fb91ae7ce470,2984,316,342,False
0.12,2.0,c270fb91ae7ce470,2985,316,342,False
0.12,2.0,c270fb91ae7ce470,2986,316,342,False
0.12,2.0,c270fb91ae7ce470,2987,316,342,False
0.12,2.0,c270fb91ae7ce470,2988,316,342,False
0.12,2.0,c270fb91ae7ce470,2989,317,343,False
0.12,2.0,c270fb91ae7ce470,2990,317,343,False
0.12,2.0,c270fb91ae7ce470,2991,317,343,False
0.12,2.0,c270fb91ae7ce470,2992,317,343,False
0.12,2.0,c270fb91ae7ce470,2993,317,343,False
0.12,2.0,c270fb91ae7ce470,2994,317,343,False
0.12,2.0,c270fb91ae7ce470,2995,317,343,False
0.12,2.0,c270fb91ae7ce470,2996,317,343,False
0.12,2.0,c270fb91ae7ce470,2997,317,343,False
0.12,2.0,c270fb91ae7ce470,2998,317,344,False
0.12,2.0,c270fb91ae7ce470,2999,318,344,False
0.12,2.0,c270fb91ae7ce470,3000,318,344,False
0.12,2.0,c270fb91ae7ce470,3001,318,344,False
0.12,2.0,c270fb91ae7ce470,3002,318,344,False
0.12,2.0,c270fb91ae7ce470,3003,318,344,False
0.12,2.0,c270fb91ae7ce470,3004,318,344,False
0.12,2.0,c270fb91ae7ce470,3005,318,344,False
0.12,2.0,c270fb91ae7ce470,3006,318,344,False
0.12,2.0,c270fb91ae7ce470,3007,318,345,False
0.12,2.0,c270fb91ae7ce470,3008,319,345,False
0.12,2.0,c270fb91ae7ce470,3009,319,345,False
0.12,2.0,c270fb91ae7ce470,3010,319,345,False
0.12,2.0,c270fb91ae7ce470,3011,319,345,False
0.12,2.0,c270fb91ae7ce470,3012,319,345,False
0.12,2.0,c270fb91ae7ce470,3013,319,345,False
0.12,2.0,c270fb91ae7ce470,3014,319,345,False
0.12,2.0,c270fb91ae7ce470,3015,319,345,False
0.12,2.0,c270fb91ae7ce470,3016,319,346,False
0.12,2.0,c270fb91ae7ce470,3017,320,346,False
0.12,2.0,c270fb91ae7ce470,3018,320,346,False
0.12,2.0,c270fb91ae7ce470,3019,320,346,False
0.12,2.0,c270fb91ae7ce470,3020,320,346,False
0.12,2.0,c270fb91ae7ce470,3021,320,346,False
0.12,2.0,c270fb91ae7ce470,3022,320,346,False
0.12,2.0,c270fb91ae7ce470,3023,320,346,False
0.12,2.0,c270fb91ae7ce470,3024,320,346,False
0.12,2.0,c270fb91ae7ce470,3025,320,347,False
0.12,2.0,c270fb91ae7ce470,3026,321,347,False
0.12,2.0,c270fb91ae7ce470,3027,321,347,False
0.12,2.0,c270fb91ae7ce470,3028,321,347,False
0.12,2.0,c270fb91ae7ce470,3029,321,347,False
0.12,2.0,c270fb91ae7ce470,3030,321,347,False
0.12,2.0,c270fb91ae7ce470,3031,321,347,False
0.12,2.0,c270fb91ae7ce470,3032,321,347,False
0.12,2.0,c270fb91ae7ce470,3033,321,347,False
0.12,2.0,c270fb91ae7ce470,3034,321,348,False
0.12,2.0,c270fb91ae7ce470,3035,322,348,False
0.12,2.0,c270fb91ae7ce470,3036,322,348,False
0.12,2.0,c270fb91ae7ce470,3037,322,348,False
0.12,2.0,c270fb91ae7ce470,3038,322,348,False
0.12,2.0,c270fb91ae7ce470,3039,322,348,False
0.12,2.0,c270fb91ae7ce470,3040,322,348,False
0.12,2.0,c270fb91ae7ce470,3041,322,348,False
0.12,2.0,c270fb91ae7ce470,3042,322,348,False
0.12,2.0,c270fb91ae7ce470,3043,322,349,False
0.12,2.0,c270fb91ae7ce470,3044,323,349,False
0.12,2.0,c270fb91ae7ce470,3045,323,349,False
0.12,2.0,c270fb91ae7ce470,3046,323,349,False
0.12,2.0,c270fb91ae7ce470,3047,323,349,False
0.12,2.0,c270fb91ae7ce470,3048,323,349,False
0.12,2.0,c270fb91ae7ce470,3049,323,349,False
0.12,2.0,c270fb91ae7ce470,3050,323,349,False
0.12,2.0,c270fb91ae7ce470,3051,323,349,False
0.12,2.0,c270fb91ae7ce470,3052,323,350,False
0.12,2.0,c270fb91ae7ce470,3053,324,350,False
0.12,2.0,c270fb91ae7ce470,3054,324,350,False
0.12,2.0,c270fb91ae7ce470,3055,324,350,False
0.12,2.0,c270fb91ae7ce470,3056,324,350,False
0.12,2.0,c270fb91ae7ce470,3057,324,350,False
0.12,2.0,c270fb91ae7ce470,3058,324,350,False
0.12,2.0,c270fb91ae7ce470,3059,324,350,False
0.12,2.0,c270fb91ae7ce470,3060,324,350,False
0.12,2.0,c270fb91ae7ce470,3061,324,351,False
0.12,2.0,c270fb91ae7ce470,3062,325,351,False
0.12,2.0,c270fb91ae7ce470,3063,325,351,False
0.12,2.0,c270fb91ae7ce470,3064,325,351,False
0.12,2.0,c270fb91ae7ce470,3065,325,351,False
0.12,2.0,c270fb91ae7ce470,3066,325,351,False
0.12,2.0,c270fb91ae7ce470,3067,325,351,False
0.12,2.0,c270fb91ae7ce470,3068,325,351,False
0.12,2.0,c270fb91ae7ce470,3069,325,351,False
0.12,2.0,c270fb91ae7ce470,3070,325,351,False
0.12,2.0,c270fb91ae7ce470,3071,325,352,False
0.12,2.0,c270fb91ae7ce470,3072,326,352,False
0.12,2.0,c270fb91ae7ce470,3073,326,352,False
0.12,2.0,c270fb91ae7ce470,3074,326,352,False
0.12,2.0,c270fb91ae7ce470,3075,326,352,False
0.12,2.0,c270fb91ae7ce470,3076,326,352,False
0.12,2.0,c270fb91ae7ce470,3077,326,352,False
0.12,2.0,c270fb91ae7ce470,3078,326,352,False
0.12,2.0,c270fb91ae7ce470,3079,326,352,False
0.12,2.0,c270fb91ae7ce470,3080,326,353,False
0.12,2.0,c270fb91ae7ce470,3081,327,353,False
0.12,2.0,c270fb91ae7ce470,3082,327,353,False
0.12,2.0,c270fb91ae7ce470,3083,327,353,False
0.12,2.0,c270fb91ae7ce470,3084,327,353,False
0.12,2.0,c270fb91ae7ce470,3085,327,353,False
0.12,2.0,c270fb91ae7ce470,3086,327,353,False
0.12,2.0,c270fb91ae7ce470,3087,327,353,False
0.12,2.0,c270fb91ae7ce470,3088,327,353,False
0.12,2.0,c270fb91ae7ce470,3089,327,354,False
0.12,2.0,c270fb91ae7ce470,3090,328,354,False
0.12,2.0,c270fb91ae7ce470,3091,328,354,False
0.12,2.0,c270fb91ae7ce470,3092,328,354,False
0.12,2.0,c270fb91ae7ce470,3093,328,354,False
0.12,2.0,c270fb91ae7ce470,3094,328,354,False
0.12,2.0,c270fb91ae7ce470,3095,328,354,False
0.12,2.0,c270fb91ae7ce470,3096,328,354,False
0.12,2.0,c270fb91ae7ce470,3097,328,354,False
0.12,2.0,c270fb91ae7ce470,3098,328,355,False
0.12,2.0,c270fb91ae7ce470,3099,329,355,False
0.12,2.0,c270fb91ae7ce470,3100,329,355,False
0.12,2.0,c270fb91ae7ce470,3101,329,355,False
0.12,2.0,c270fb91ae7ce470,3102,329,355,False
0.12,2.0,c270fb91ae7ce470,3103,329,355,False
0.12,2.0,c270fb91ae7ce470,3104,329,355,False
0.12,2.0,c270fb91ae7ce470,3105,329,355,False
0.12,2.0,c270fb91ae7ce470,3106,329,355,False
0.12,2.0,c270fb91ae7ce470,3107,329,356,False
0.12,2.0,c270fb91ae7ce470,3108,330,356,False
0.12,2.0,c270fb91ae7ce470,3109,330,356,False
0.12,2.0,c270fb91ae7ce470,3110,330,356,False
0.12,2.0,c270fb91ae7ce470,3111,330,356,False
0.12,2.0,c270fb91ae7ce470,3112,330,356,False
0.12,2.0,c270fb91ae7ce470,3113,330,356,False
0.12,2.0,c270fb91ae7ce470,3114,330,356,False
0.12,2.0,c270fb91ae7ce470,3115,330,356,False
0.12,2.0,c270fb91ae7ce470,3116,330,357,False
0.12,2.0,c270fb91ae7ce470,3117,331,357,False
0.12,2.0,c270fb91ae7ce470,3118,331,357,False
0.12,2.0,c270fb91ae7ce470,3119,331,357,False
0.12,2.0,c270fb91ae7ce470,3120,331,357,False
0.12,2.0,c270fb91ae7ce470,3121,331,357,False
0.12,2.0,c270fb91ae7ce470,3122,331,357,False
0.12,2.0,c270fb91ae7ce470,3123,331,357,False
0.12,2.0,c270fb91ae7ce470,3124,331,357,False
0.12,2.0,c270fb91ae7ce470,3125,331,358,False
0.12,2.0,c270fb91ae7ce470,3126,332,358,False
0.12,2.0,c270fb91ae7ce470,3127,332,358,False
0.12,2.0,c270fb91ae7ce470,3128,332,358,False
0.12,2.0,c270fb91ae7ce470,3129,332,358,False
0.12,2.0,c270fb91ae7ce470,3130,332,358,False
0.12,2.0,c270fb91ae7ce470,3131,332,358,False
0.12,2.0,c270fb91ae7ce470,3132,332,358,False
0.12,2.0,c270fb91ae7ce470,3133,332,358,False
0.12,2.0,c270fb91ae7ce470,3134,332,359,False
0.12,2.0,c270fb91ae7ce470,3135,333,359,False
0.12,2.0,c270fb91ae7ce470,3136,333,359,False
0.12,2.0,c270fb91ae7ce470,3137,333,359,False
0.12,2.0,c270fb91ae7ce470,3138,333,359,False
0.12,2.0,c270fb91ae7ce470,3139,333,359,False
0.12,2.0,c270fb91ae7ce470,3140,333,359,False
0.12,2.0,c270fb91ae7ce470,3141,333,359,False
0.12,2.0,c270fb91ae7ce470,3142,333,359,False
0.12,2.0,c270fb91ae7ce470,3143,333,360,False
0.12,2.0,c270fb91ae7ce470,3144,334,360,False
0.12,2.0,c270fb91ae7ce470,3145,334,360,False
0.12,2.0,c270fb91ae7ce470,3146,334,360,False
0.12,2.0,c270fb91ae7ce470,3147,334,360,False
0.12,2.0,c270fb91ae7ce470,3148,334,360,False
0.12,2.0,c270fb91ae7ce470,3149,334,360,False
0.12,2.0,c270fb91ae7ce470,3150,334,360,False
0.12,2.0,c270fb91ae7ce470,3151,334,360,False
0.12,2.0,c270fb91ae7ce470,3152,334,360,False
0.12,2.0,c270fb91ae7ce470,3153,334,361,False
0.12,2.0,c270fb91ae7ce470,3154,335,361,False
0.12,2.0,c270fb91ae7ce470,3155,335,361,False
0.12,2.0,c270fb91ae7ce470,3156,335,361,False
0.12,2.0,c270fb91ae7ce470,3157,335,361,False
0.12,2.0,c270fb91ae7ce470,3158,335,361,False
0.12,2.0,c270fb91ae7ce470,3159,335,361,False
0.12,2.0,c270fb91ae7ce470,3160,335,361,False
0.12,2.0,c270fb91ae7ce470,3161,335,361,False
0.12,2.0,c270fb91ae7ce470,3162,335,362,False
0.12,2.0,c270fb91ae7ce470,3163,336,362,False
0.12,2.0,c270fb91ae7ce470,3164,336,362,False
0.12,2.0,c270fb91ae7ce470,3165,336,362,False
0.12,2.0,c270fb91ae7ce470,3166,336,362,False
0.12,2.0,c270fb91ae7ce470,3167,336,362,False
0.12,2.0,c270fb91ae7ce470,3168,336,362,False
0.12,2.0,c270fb91ae7ce470,3169,336,362,False
0.12,2.0,c270fb91ae7ce470,3170,336,362,False
0.12,2.0,c270fb91ae7ce470,3171,336,363,False
0.12,2.0,c270fb91ae7ce470,3172,337,363,False
0.12,2.0,c270fb91ae7ce470,3173,337,363,False
0.12,2.0,c270fb91ae7ce470,3174,337,363,False
0.12,2.0,c270fb91ae7ce470,3175,337,363,False
0.12,2.0,c270fb91ae7ce470,3176,337,363,False
0.12,2.0,c270fb91ae7ce470,3177,337,363,False
0.12,2.0,c270fb91ae7ce470,3178,337,363,False
0.12,2.0,c270fb91ae7ce470,3179,337,363,False
0.12,2.0,c270fb91ae7ce470,3180,337,364,False
0.12,2.0,c270fb91ae7ce470,3181,338,364,False
0.12,2.0,c270fb91ae7ce470,3182,338,364,False
0.12,2.0,c270fb91ae7ce470,3183,338,364,False
0.12,2.0,c270fb91ae7ce470,3184,338,364,False
0.12,2.0,c270fb91ae7ce470,3185,338,364,False
0.12,2.0,c270fb91ae7ce470,3186,338,364,False
0.12,2.0,c270fb91ae7ce470,3187,338,364,False
0.12,2.0,c270fb91ae7ce470,3188,338,364,False
0.12,2.0,c270fb91ae7ce470,3189,338,365,False
0.12,2.0,c270fb91ae7ce470,3190,339,365,False
0.12,2.0,c270fb91ae7ce470,3191,339,365,False
0.12,2.0,c270fb91ae7ce470,3192,339,365,False
0.12,2.0,c270fb91ae7ce470,3193,339,365,False
0.12,2.0,c270fb91ae7ce470,3194,339,365,False
0.12,2.0,c270fb91ae7ce470,3195,339,365,False
0.12,2.0,c270fb91ae7ce470,3196,339,365,False
0.12,2.0,c270fb91ae7ce470,3197,339,365,False
0.12,2.0,c270fb91ae7ce470,3198,339,366,False
0.12,2.0,c270fb91ae7ce470,3199,340,366,False
0.12,2.0,c270fb91ae7ce470,3200,340,366,False
0.12,2.0,c270fb91ae7ce470,3201,340,366,False
0.12,2.0,c270fb91ae7ce470,3202,340,366,False
0.12,2.0,c270fb91ae7ce470,3203,340,366,False
0.12,2.0,c270fb91ae7ce470,3204,340,366,False
0.12,2.0,c270fb91ae7ce470,3205,340,366,False
0.12,2.0,c270fb91ae7ce470,3206,340,366,False
0.12,2.0,c270fb91ae7ce470,3207,340,367,False
0.12,2.0,c270fb91ae7ce470,3208,341,367,False
0.12,2.0,c270fb91ae7ce470,3209,341,367,False
0.12,2.0,c270fb91ae7ce470,3210,341,367,False
0.12,2.0,c270fb91ae7ce470,3211,341,367,False
0.12,2.0,c270fb91ae7ce470,3212,341,367,False
0.12,2.0,c270fb91ae7ce470,3213,341,367,False
0.12,2.0,c270fb91ae7ce470,3214,341,367,False
0.12,2.0,c270fb91ae7ce470,3215,341,367,False
0.12,2.0,c270fb91ae7ce470,3216,341,368,False
0.12,2.0,c270fb91ae7ce470,3217,342,368,False
0.12,2.0,c270fb91ae7ce470,3218,342,368,False
0.12,2.0,c270fb91ae7ce470,3219,342,368,False
0.12,2.0,c270fb91ae7ce470,3220,342,368,False
0.12,2.0,c270fb91ae7ce470,3221,342,368,False
0.12,2.0,c270fb91ae7ce470,3222,342,368,False
0.12,2.0,c270fb91ae7ce470,3223,342,368,False
0.12,2.0,c270fb91ae7ce470,3224,342,368,False
0.12,2.0,c270fb91ae7ce470,3225,342,369,False
0.12,2.0,c270fb91ae7ce470,3226,343,369,False
0.12,2.0,c270fb91ae7ce470,3227,343,369,False
0.12,2.0,c270fb91ae7ce470,3228,343,369,False
0.12,2.0,c270fb91ae7ce470,3229,343,369,False
0.12,2.0,c270fb91ae7ce470,3230,343,369,False
0.12,2.0,c270fb91ae7ce470,3231,343,369,False
0.12,2.0,c270fb91ae7ce470,3232,343,369,False
0.12,2.0,c270fb91ae7ce470,3233,343,369,False
0.12,2.0,c270fb91ae7ce470,3234,343,369,False
0.12,2.0,c270fb91ae7ce470,3235,343,370,False
0.12,2.0,c270fb91ae7ce470,3236,344,370,False
0.12,2.0,c270fb91ae7ce470,3237,344,370,False
0.12,2.0,c270fb91ae7ce470,3238,344,370,False
0.12,2.0,c270fb91ae7ce470,3239,344,370,False
0.12,2.0,c270fb91ae7ce470,3240,344,370,False
0.12,2.0,c270fb91ae7ce470,3241,344,370,False
0.12,2.0,c270fb91ae7ce470,3242,344,370,False
0.12,2.0,c270fb91ae7ce470,3243,344,370,False
0.12,2.0,c270fb91ae7ce470,3244,344,371,False
0.12,2.0,c270fb91ae7ce470,3245,345,371,False
0.12,2.0,c270fb91ae7ce470,3246,345,371,False
0.12,2.0,c270fb91ae7ce470,3247,345,371,False
0.12,2.0,c270fb91ae7ce470,3248,345,371,False
0.12,2.0,c270fb91ae7ce470,3249,345,371,False
0.12,2.0,c270fb91ae7ce470,3250,345,371,False
0.12,2.0,c270fb91ae7ce470,3251,345,371,False
0.12,2.0,c270fb91ae7ce470,3252,345,371,False
0.12,2.0,c270fb91ae7ce470,3253,345,372,False
0.12,2.0,c270fb91ae7ce470,3254,346,372,False
0.12,2.0,c270fb91ae7ce470,3255,346,372,False
0.12,2.0,c270fb91ae7ce470,3256,346,372,False
0.12,2.0,c270fb91ae7ce470,3257,346,372,False
0.12,2.0,c270fb91ae7ce470,3258,346,372,False
0.12,2.0,c270fb91ae7ce470,3259,346,372,False
0.12,2.0,c270fb91ae7ce470,3260,346,372,False
0.12,2.0,c270fb91ae7ce470,3261,346,372,False
0.12,2.0,c270fb91ae7ce470,3262,346,373,False
0.12,2.0,c270fb91ae7ce470,3263,347,373,False
0.12,2.0,c270fb91ae7ce470,3264,347,373,False
0.12,2.0,c270fb91ae7ce470,3265,347,373,False
0.12,2.0,c270fb91ae7ce470,3266,347,373,False
0.12,2.0,c270fb91ae7ce470,3267,347,373,False
0.12,2.0,c270fb91ae7ce470,3268,347,373,False
0.12,2.0,c270fb91ae7ce470,3269,347,373,False
0.12,2.0,c270fb91ae7ce470,3270,347,373,False
0.12,2.0,c270fb91ae7ce470,3271,347,374,False
0.12,2.0,c270fb91ae7ce470,3272,348,374,False
0.12,2.0,c270fb91ae7ce470,3273,348,374,False
0.12,2.0,c270fb91ae7ce470,3274,348,374,False
0.12,2.0,c270fb91ae7ce470,3275,348,374,False
0.12,2.0,c270fb91ae7ce470,3276,348,374,False
0.12,2.0,c270fb91ae7ce470,3277,348,374,False
0.12,2.0,c270fb91ae7ce470,3278,348,374,False
0.12,2.0,c270fb91ae7ce470,3279,348,374,False
0.12,2.0,c270fb91ae7ce470,3280,348,375,False
0.12,2.0,c270fb91ae7ce470,3281,349,375,False
0.12,2.0,c270fb91ae7ce470,3282,349,375,False
0.12,2.0,c270fb91ae7ce470,3283,349,375,False
0.12,2.0,c270fb91ae7ce470,3284,349,375,False
0.12,2.0,c270fb91ae7ce470,3285,349,375,False
0.12,2.0,c270fb91ae7ce470,3286,349,375,False
0.12,2.0,c270fb91ae7ce470,3287,349,375,False
0.12,2.0,c270fb91ae7ce470,3288,349,375,False
0.12,2.0,c270fb91ae7ce470,3289,349,376,False
0.12,2.0,c270fb91ae7ce470,3290,350,376,False
0.12,2.0,c270fb91ae7ce470,3291,350,376,False
0.12,2.0,c270fb91ae7ce470,3292,350,376,False
0.12,2.0,c270fb91ae7ce470,3293,350,376,False
0.12,2.0,c270fb91ae7ce470,3294,350,376,False
0.12,2.0,c270fb91ae7ce470,3295,350,376,False
0.12,2.0,c270fb91ae7ce470,3296,350,376,False
0.12,2.0,c270fb91ae7ce470,3297,350,376,False
0.12,2.0,c270fb91ae7ce470,3298,350,377,False
0.12,2.0,c270fb91ae7ce470,3299,351,377,False
0.12,2.0,c270fb91ae7ce470,3300,351,377,False
0.12,2.0,c270fb91ae7ce470,3301,351,377,False
0.12,2.0,c270fb91ae7ce470,3302,351,377,False
0.12,2.0,c270fb91ae7ce470,3303,351,377,False
0.12,2.0,c270fb91ae7ce470,3304,351,377,False
0.12,2.0,c270fb91ae7ce470,3305,351,377,False
0.12,2.0,c270fb91ae7ce470,3306,351,377,False
0.12,2.0,c270fb91ae7ce470,3307,351,378,False
0.12,2.0,c270fb91ae7ce470,3308,352,378,False
0.12,2.0,c270fb91ae7ce470,3309,352,378,False
0.12,2.0,c270fb91ae7ce470,3310,352,378,False
0.12,2.0,c270fb91ae7ce470,3311,352,378,False
0.12,2.0,c270fb91ae7ce470,3312,352,378,False
0.12,2.0,c270fb91ae7ce470,3313,352,378,False
0.12,2.0,c270fb91ae7ce470,3314,352,378,False
0.12,2.0,c270fb91ae7ce470,3315,352,378,False
0.12,2.0,c270fb91ae7ce470,3316,352,378,False
0.12,2.0,c270fb91ae7ce470,3317,352,379,False
0.12,2.0,c270fb91ae7ce470,3318,353,379,False
0.12,2.0,c270fb91ae7ce470,3319,353,379,False
0.12,2.0,c270fb91ae7ce470,3320,353,379,False
0.12,2.0,c270fb91ae7ce470,3321,353,379,False
0.12,2.0,c270fb91ae7ce470,3322,353,379,False
0.12,2.0,c270fb91ae7ce470,3323,353,379,False
0.12,2.0,c270fb91ae7ce470,3324,353,379,False
0.12,2.0,c270fb91ae7ce470,3325,353,379,False
0.12,2.0,c270fb91ae7ce470,3326,353,380,False
0.12,2.0,c270fb91ae7ce470,3327,354,380,False
0.12,2.0,c270fb91ae7ce470,3328,354,380,False
0.12,2.0,c270fb91ae7ce470,3329,354,380,False
0.12,2.0,c270fb91ae7ce470,3330,354,380,False
0.12,2.0,c270fb91ae7ce470,3331,354,380,False
0.12,2.0,c270fb91ae7ce470,3332,354,380,False
0.12,2.0,c270fb91ae7ce470,3333,354,380,False
0.12,2.0,c270fb91ae7ce470,3334,354,380,False
0.12,2.0,c270fb91ae7ce470,3335,354,381,False
0.12,2.0,c270fb91ae7ce470,3336,355,381,False
0.12,2.0,c270fb91ae7ce470,3337,355,381,False
0.12,2.0,c270fb91ae7ce470,3338,355,381,False
0.12,2.0,c270fb91ae7ce470,3339,355,381,False
0.12,2.0,c270fb91ae7ce470,3340,355,381,False
0.12,2.0,c270fb91ae7ce470,3341,355,381,False
0.12,2.0,c270fb91ae7ce470,3342,355,381,False
0.12,2.0,c270fb91ae7ce470,3343,355,381,False
0.12,2.0,c270fb91ae7ce470,3344,355,382,False
0.12,2.0,c270fb91ae7ce470,3345,356,382,False
0.12,2.0,c270fb91ae7ce470,3346,356,382,False
0.12,2.0,c270fb91ae7ce470,3347,356,382,False
0.12,2.0,c270fb91ae7ce470,3348,356,382,False
0.12,2.0,c270fb91ae7ce470,3349,356,382,False
0.12,2.0,c270fb91ae7ce470,3350,356,382,False
0.12,2.0,c270fb91ae7ce470,3351,356,382,False
0.12,2.0,c270fb91ae7ce470,3352,356,382,False
0.12,2.0,c270fb91ae7ce470,3353,356,383,False
0.12,2.0,c270fb91ae7ce470,3354,357,383,False
0.12,2.0,c270fb91ae7ce470,3355,357,383,False
0.12,2.0,c270fb91ae7ce470,3356,357,383,False
0.12,2.0,c270fb91ae7ce470,3357,357,383,False
0.12,2.0,c270fb91ae7ce470,3358,357,383,False
0.12,2.0,c270fb91ae7ce470,3359,357,383,False
0.12,2.0,c270fb91ae7ce470,3360,357,383,False
0.12,2.0,c270fb91ae7ce470,3361,357,383,False
0.12,2.0,c270fb91ae7ce470,3362,357,384,False
0.12,2.0,c270fb91ae7ce470,3363,358,384,False
0.12,2.0,c270fb91ae7ce470,3364,358,384,False
0.12,2.0,c270fb91ae7ce470,3365,358,384,False
0.12,2.0,c270fb91ae7ce470,3366,358,384,False
0.12,2.0,c270fb91ae7ce470,3367,358,384,False
0.12,2.0,c270fb91ae7ce470,3368,358,384,False
0.12,2.0,c270fb91ae7ce470,3369,358,384,False
0.12,2.0,c270fb91ae7ce470,3370,358,384,False
