case,policy,source_state,target_type,target_state,probability
5,0001,0,transient,3,0.08000000000000002
5,0001,0,transient,4,0.020000000000000004
5,0001,1,transient,5,1.0
5,0001,2,transient,6,1.0
5,0001,3,transient,7,1.0
5,0001,4,transient,8,1.0
5,0001,5,transient,9,1.0
5,0001,6,transient,10,1.0
5,0001,7,transient,11,1.0
5,0001,8,transient,12,1.0
5,0001,9,transient,13,0.09999999999999998
5,0001,10,transient,14,1.0
5,0001,11,transient,15,1.0
5,0001,12,transient,16,1.0
5,0001,13,transient,17,1.0
5,0001,14,transient,18,1.0
5,0001,15,transient,19,1.0
5,0001,16,transient,20,1.0
5,0001,17,transient,21,1.0
5,0001,18,transient,22,1.0
5,0001,19,transient,23,1.0
5,0001,20,transient,24,1.0
5,0001,21,transient,25,1.0
5,0001,22,transient,26,1.0
5,0001,23,transient,27,1.0
5,0001,24,transient,28,1.0
5,0001,25,transient,29,0.09999999999999998
5,0001,26,transient,30,1.0
5,0001,27,transient,31,1.0
5,0001,28,transient,32,1.0
5,0001,29,transient,17,1.0
5,0001,30,transient,18,1.0
5,0001,31,transient,19,1.0
5,0001,32,transient,20,1.0
5,0001,9,success,,0.9
5,0001,25,success,,0.9
5,0010,0,transient,1,0.7200000000000001
5,0010,0,transient,2,0.18000000000000002
5,0010,0,transient,3,0.08000000000000002
5,0010,0,transient,4,0.020000000000000004
5,0010,1,transient,5,1.0
5,0010,2,transient,6,1.0
5,0010,3,transient,7,1.0
5,0010,4,transient,8,1.0
5,0010,5,transient,9,1.0
5,0010,6,transient,10,1.0
5,0010,7,transient,11,1.0
5,0010,8,transient,12,1.0
5,0010,9,transient,13,0.09999999999999998
5,0010,10,transient,14,1.0
5,0010,11,transient,15,1.0
5,0010,12,transient,16,1.0
5,0010,13,transient,0,1.0
5,0010,14,transient,0,1.0
5,0010,15,transient,0,1.0
5,0010,16,transient,0,1.0
5,0010,9,success,,0.9
5,0011,0,transient,1,0.7200000000000001
5,0011,0,transient,2,0.18000000000000002
5,0011,0,transient,3,0.08000000000000002
5,0011,0,transient,4,0.020000000000000004
5,0011,1,transient,5,1.0
5,0011,2,transient,6,1.0
5,0011,3,transient,7,1.0
5,0011,4,transient,8,1.0
5,0011,5,transient,9,1.0
5,0011,6,transient,10,1.0
5,0011,7,transient,11,1.0
5,0011,8,transient,12,1.0
5,0011,9,transient,13,0.09999999999999998
5,0011,10,transient,14,1.0
5,0011,11,transient,15,1.0
5,0011,12,transient,16,1.0
5,0011,13,transient,17,1.0
5,0011,14,transient,18,1.0
5,0011,15,transient,19,1.0
5,0011,16,transient,20,1.0
5,0011,17,transient,21,1.0
5,0011,18,transient,22,1.0
5,0011,19,transient,23,1.0
5,0011,20,transient,24,1.0
5,0011,21,transient,25,1.0
5,0011,22,transient,26,1.0
5,0011,23,transient,27,1.0
5,0011,24,transient,28,1.0
5,0011,25,transient,29,0.09999999999999998
5,0011,26,transient,30,1.0
5,0011,27,transient,31,1.0
5,0011,28,transient,32,1.0
5,0011,29,transient,17,1.0
5,0011,30,transient,18,1.0
5,0011,31,transient,19,1.0
5,0011,32,transient,20,1.0
5,0011,9,success,,0.9
5,0011,25,success,,0.9
5,0100,0,transient,1,0.7200000000000001
5,0100,0,transient,2,0.18000000000000002
5,0100,0,transient,3,0.08000000000000002
5,0100,0,transient,4,0.020000000000000004
5,0100,1,transient,5,1.0
5,0100,2,transient,6,1.0
5,0100,3,transient,7,1.0
5,0100,4,transient,8,1.0
5,0100,5,transient,9,1.0
5,0100,6,transient,10,1.0
5,0100,7,transient,11,1.0
5,0100,8,transient,12,1.0
5,0100,9,transient,13,0.09999999999999998
5,0100,10,transient,1,0.8
5,0100,10,transient,2,0.2
5,0100,11,transient,14,1.0
5,0100,12,transient,3,0.8
5,0100,12,transient,4,0.2
5,0100,13,transient,0,1.0
5,0100,14,transient,0,1.0
5,0100,9,success,,0.9
5,0101,0,transient,1,0.7200000000000001
5,0101,0,transient,2,0.18000000000000002
5,0101,0,transient,3,0.08000000000000002
5,0101,0,transient,4,0.020000000000000004
5,0101,1,transient,5,1.0
5,0101,2,transient,6,1.0
5,0101,3,transient,7,1.0
5,0101,4,transient,8,1.0
5,0101,5,transient,9,1.0
5,0101,6,transient,10,1.0
5,0101,7,transient,11,1.0
5,0101,8,transient,12,1.0
5,0101,9,transient,13,0.09999999999999998
5,0101,10,transient,1,0.8
5,0101,10,transient,2,0.2
5,0101,11,transient,14,1.0
5,0101,12,transient,3,0.8
5,0101,12,transient,4,0.2
5,0101,13,transient,15,1.0
5,0101,14,transient,16,1.0
5,0101,15,transient,17,1.0
5,0101,16,transient,18,1.0
5,0101,17,transient,19,1.0
5,0101,18,transient,20,1.0
5,0101,19,transient,21,0.09999999999999998
5,0101,20,transient,22,1.0
5,0101,21,transient,15,1.0
5,0101,22,transient,16,1.0
5,0101,9,success,,0.9
5,0101,19,success,,0.9
5,0110,0,transient,1,0.7200000000000001
5,0110,0,transient,2,0.18000000000000002
5,0110,0,transient,3,0.08000000000000002
5,0110,0,transient,4,0.020000000000000004
5,0110,1,transient,5,1.0
5,0110,2,transient,6,1.0
5,0110,3,transient,7,1.0
5,0110,4,transient,8,1.0
5,0110,5,transient,9,1.0
5,0110,6,transient,10,1.0
5,0110,7,transient,11,1.0
5,0110,8,transient,12,1.0
5,0110,9,transient,13,0.09999999999999998
5,0110,10,transient,1,0.8
5,0110,10,transient,2,0.2
5,0110,11,transient,14,1.0
5,0110,12,transient,3,0.8
5,0110,12,transient,4,0.2
5,0110,13,transient,0,1.0
5,0110,14,transient,0,1.0
5,0110,9,success,,0.9
5,0111,0,transient,1,0.7200000000000001
5,0111,0,transient,2,0.18000000000000002
5,0111,0,transient,3,0.08000000000000002
5,0111,0,transient,4,0.020000000000000004
5,0111,1,transient,5,1.0
5,0111,2,transient,6,1.0
5,0111,3,transient,7,1.0
5,0111,4,transient,8,1.0
5,0111,5,transient,9,1.0
5,0111,6,transient,10,1.0
5,0111,7,transient,11,1.0
5,0111,8,transient,12,1.0
5,0111,9,transient,13,0.09999999999999998
5,0111,10,transient,1,0.8
5,0111,10,transient,2,0.2
5,0111,11,transient,14,1.0
5,0111,12,transient,3,0.8
5,0111,12,transient,4,0.2
5,0111,13,transient,15,1.0
5,0111,14,transient,16,1.0
5,0111,15,transient,17,1.0
5,0111,16,transient,18,1.0
5,0111,17,transient,19,1.0
5,0111,18,transient,20,1.0
5,0111,19,transient,21,0.09999999999999998
5,0111,20,transient,22,1.0
5,0111,21,transient,15,1.0
5,0111,22,transient,16,1.0
5,0111,9,success,,0.9
5,0111,19,success,,0.9
5,1000,0,transient,1,0.7200000000000001
5,1000,0,transient,2,0.18000000000000002
5,1000,0,transient,3,0.08000000000000002
5,1000,0,transient,4,0.020000000000000004
5,1000,1,transient,5,1.0
5,1000,2,transient,6,1.0
5,1000,3,transient,7,1.0
5,1000,4,transient,8,1.0
5,1000,5,transient,9,1.0
5,1000,6,transient,10,1.0
5,1000,7,transient,1,0.9
5,1000,7,transient,3,0.1
5,1000,8,transient,2,0.9
5,1000,8,transient,4,0.1
5,1000,9,transient,11,0.09999999999999998
5,1000,10,transient,12,1.0
5,1000,11,transient,0,1.0
5,1000,12,transient,0,1.0
5,1000,9,success,,0.9
5,1001,0,transient,1,0.7200000000000001
5,1001,0,transient,2,0.18000000000000002
5,1001,0,transient,3,0.08000000000000002
5,1001,0,transient,4,0.020000000000000004
5,1001,1,transient,5,1.0
5,1001,2,transient,6,1.0
5,1001,3,transient,7,1.0
5,1001,4,transient,8,1.0
5,1001,5,transient,9,1.0
5,1001,6,transient,10,1.0
5,1001,7,transient,1,0.9
5,1001,7,transient,3,0.1
5,1001,8,transient,2,0.9
5,1001,8,transient,4,0.1
5,1001,9,transient,11,0.09999999999999998
5,1001,10,transient,12,1.0
5,1001,11,transient,13,1.0
5,1001,12,transient,14,1.0
5,1001,13,transient,15,1.0
5,1001,14,transient,16,1.0
5,1001,15,transient,17,1.0
5,1001,16,transient,18,1.0
5,1001,17,transient,19,0.09999999999999998
5,1001,18,transient,20,1.0
5,1001,19,transient,13,1.0
5,1001,20,transient,14,1.0
5,1001,9,success,,0.9
5,1001,17,success,,0.9
5,1010,0,transient,1,0.7200000000000001
5,1010,0,transient,2,0.18000000000000002
5,1010,0,transient,3,0.08000000000000002
5,1010,0,transient,4,0.020000000000000004
5,1010,1,transient,5,1.0
5,1010,2,transient,6,1.0
5,1010,3,transient,7,1.0
5,1010,4,transient,8,1.0
5,1010,5,transient,9,1.0
5,1010,6,transient,10,1.0
5,1010,7,transient,1,0.9
5,1010,7,transient,3,0.1
5,1010,8,transient,2,0.9
5,1010,8,transient,4,0.1
5,1010,9,transient,11,0.09999999999999998
5,1010,10,transient,12,1.0
5,1010,11,transient,0,1.0
5,1010,12,transient,0,1.0
5,1010,9,success,,0.9
5,1011,0,transient,1,0.7200000000000001
5,1011,0,transient,2,0.18000000000000002
5,1011,0,transient,3,0.08000000000000002
5,1011,0,transient,4,0.020000000000000004
5,1011,1,transient,5,1.0
5,1011,2,transient,6,1.0
5,1011,3,transient,7,1.0
5,1011,4,transient,8,1.0
5,1011,5,transient,9,1.0
5,1011,6,transient,10,1.0
5,1011,7,transient,1,0.9
5,1011,7,transient,3,0.1
5,1011,8,transient,2,0.9
5,1011,8,transient,4,0.1
5,1011,9,transient,11,0.09999999999999998
5,1011,10,transient,12,1.0
5,1011,11,transient,13,1.0
5,1011,12,transient,14,1.0
5,1011,13,transient,15,1.0
5,1011,14,transient,16,1.0
5,1011,15,transient,17,1.0
5,1011,16,transient,18,1.0
5,1011,17,transient,19,0.09999999999999998
5,1011,18,transient,20,1.0
5,1011,19,transient,13,1.0
5,1011,20,transient,14,1.0
5,1011,9,success,,0.9
5,1011,17,success,,0.9
5,1100,0,transient,1,0.7200000000000001
5,1100,0,transient,2,0.18000000000000002
5,1100,0,transient,3,0.08000000000000002
5,1100,0,transient,4,0.020000000000000004
5,1100,1,transient,5,1.0
5,1100,2,transient,6,1.0
5,1100,3,transient,7,1.0
5,1100,4,transient,8,1.0
5,1100,5,transient,9,1.0
5,1100,6,transient,10,1.0
5,1100,7,transient,1,0.9
5,1100,7,transient,3,0.1
5,1100,8,transient,2,0.9
5,1100,8,transient,4,0.1
5,1100,9,transient,11,0.09999999999999998
5,1100,10,transient,12,0.8
5,1100,10,transient,13,0.2
5,1100,11,transient,0,1.0
5,1100,12,transient,5,1.0
5,1100,13,transient,6,1.0
5,1100,9,success,,0.9
5,1101,0,transient,1,0.7200000000000001
5,1101,0,transient,2,0.18000000000000002
5,1101,0,transient,3,0.08000000000000002
5,1101,0,transient,4,0.020000000000000004
5,1101,1,transient,5,1.0
5,1101,2,transient,6,1.0
5,1101,3,transient,7,1.0
5,1101,4,transient,8,1.0
5,1101,5,transient,9,1.0
5,1101,6,transient,10,1.0
5,1101,7,transient,1,0.9
5,1101,7,transient,3,0.1
5,1101,8,transient,2,0.9
5,1101,8,transient,4,0.1
5,1101,9,transient,11,0.09999999999999998
5,1101,10,transient,12,0.8
5,1101,10,transient,13,0.2
5,1101,11,transient,14,1.0
5,1101,12,transient,5,1.0
5,1101,13,transient,6,1.0
5,1101,14,transient,15,1.0
5,1101,15,transient,16,1.0
5,1101,16,transient,17,0.09999999999999998
5,1101,17,transient,14,1.0
5,1101,9,success,,0.9
5,1101,16,success,,0.9
5,1110,0,transient,1,0.7200000000000001
5,1110,0,transient,2,0.18000000000000002
5,1110,0,transient,3,0.08000000000000002
5,1110,0,transient,4,0.020000000000000004
5,1110,1,transient,5,1.0
5,1110,2,transient,6,1.0
5,1110,3,transient,7,1.0
5,1110,4,transient,8,1.0
5,1110,5,transient,9,1.0
5,1110,6,transient,10,1.0
5,1110,7,transient,1,0.9
5,1110,7,transient,3,0.1
5,1110,8,transient,2,0.9
5,1110,8,transient,4,0.1
5,1110,9,transient,11,0.09999999999999998
5,1110,10,transient,12,0.8
5,1110,10,transient,13,0.2
5,1110,11,transient,0,1.0
5,1110,12,transient,5,1.0
5,1110,13,transient,6,1.0
5,1110,9,success,,0.9
5,1111,0,transient,1,0.7200000000000001
5,1111,0,transient,2,0.18000000000000002
5,1111,0,transient,3,0.08000000000000002
5,1111,0,transient,4,0.020000000000000004
5,1111,1,transient,5,1.0
5,1111,2,transient,6,1.0
5,1111,3,transient,7,1.0
5,1111,4,transient,8,1.0
5,1111,5,transient,9,1.0
5,1111,6,transient,10,1.0
5,1111,7,transient,1,0.9
5,1111,7,transient,3,0.1
5,1111,8,transient,2,0.9
5,1111,8,transient,4,0.1
5,1111,9,transient,11,0.09999999999999998
5,1111,10,transient,12,0.8
5,1111,10,transient,13,0.2
5,1111,11,transient,14,1.0
5,1111,12,transient,5,1.0
5,1111,13,transient,6,1.0
5,1111,14,transient,15,1.0
5,1111,15,transient,16,1.0
5,1111,16,transient,17,0.09999999999999998
5,1111,17,transient,14,1.0
5,1111,9,success,,0.9
5,1111,16,success,,0.9
6,0000,0,transient,1,0.9025
6,0000,0,transient,2,0.0475
6,0000,0,transient,3,0.0475
6,0000,0,transient,4,0.0025000000000000005
6,0000,1,transient,5,1.0
6,0000,2,transient,6,1.0
6,0000,3,transient,7,1.0
6,0000,4,transient,8,1.0
6,0000,5,transient,9,1.0
6,0000,6,transient,10,1.0
6,0000,7,transient,11,1.0
6,0000,8,transient,12,1.0
6,0000,9,transient,13,0.050000000000000044
6,0000,10,transient,14,1.0
6,0000,11,transient,15,1.0
6,0000,12,transient,16,1.0
6,0000,13,transient,0,1.0
6,0000,14,transient,0,1.0
6,0000,15,transient,0,1.0
6,0000,16,transient,0,1.0
6,0000,9,success,,0.95
6,0001,0,transient,1,0.9025
6,0001,0,transient,2,0.0475
6,0001,0,transient,3,0.0475
6,0001,0,transient,4,0.0025000000000000005
6,0001,1,transient,5,1.0
6,0001,2,transient,6,1.0
6,0001,3,transient,7,1.0
6,0001,4,transient,8,1.0
6,0001,5,transient,9,1.0
6,0001,6,transient,10,1.0
6,0001,7,transient,11,1.0
6,0001,8,transient,12,1.0
6,0001,9,transient,13,0.050000000000000044
6,0001,10,transient,14,1.0
6,0001,11,transient,15,1.0
6,0001,12,transient,16,1.0
6,0001,13,transient,17,1.0
6,0001,14,transient,18,1.0
6,0001,15,transient,19,1.0
6,0001,16,transient,20,1.0
6,0001,17,transient,21,1.0
6,0001,18,transient,22,1.0
6,0001,19,transient,23,1.0
6,0001,20,transient,24,1.0
6,0001,21,transient,25,1.0
6,0001,22,transient,26,1.0
6,0001,23,transient,27,1.0
6,0001,24,transient,28,1.0
6,0001,25,transient,29,0.050000000000000044
6,0001,26,transient,30,1.0
6,0001,27,transient,31,1.0
6,0001,28,transient,32,1.0
6,0001,29,transient,17,1.0
6,0001,30,transient,18,1.0
6,0001,31,transient,19,1.0
6,0001,32,transient,20,1.0
6,0001,9,success,,0.95
6,0001,25,success,,0.95
6,0010,0,transient,1,0.9025
6,0010,0,transient,2,0.0475
6,0010,0,transient,3,0.0475
6,0010,0,transient,4,0.0025000000000000005
6,0010,1,transient,5,1.0
6,0010,2,transient,6,1.0
6,0010,3,transient,7,1.0
6,0010,4,transient,8,1.0
6,0010,5,transient,9,1.0
6,0010,6,transient,10,1.0
6,0010,7,transient,11,1.0
6,0010,8,transient,12,1.0
6,0010,9,transient,13,0.050000000000000044
6,0010,10,transient,14,1.0
6,0010,11,transient,15,1.0
6,0010,12,transient,16,1.0
6,0010,13,transient,0,1.0
6,0010,14,transient,0,1.0
6,0010,15,transient,0,1.0
6,0010,16,transient,0,1.0
6,0010,9,success,,0.95
6,0011,0,transient,1,0.9025
6,0011,0,transient,2,0.0475
6,0011,0,transient,3,0.0475
6,0011,0,transient,4,0.0025000000000000005
6,0011,1,transient,5,1.0
6,0011,2,transient,6,1.0
6,0011,3,transient,7,1.0
6,0011,4,transient,8,1.0
6,0011,5,transient,9,1.0
6,0011,6,transient,10,1.0
6,0011,7,transient,11,1.0
6,0011,8,transient,12,1.0
6,0011,9,transient,13,0.050000000000000044
6,0011,10,transient,14,1.0
6,0011,11,transient,15,1.0
6,0011,12,transient,16,1.0
6,0011,13,transient,17,1.0
6,0011,14,transient,18,1.0
6,0011,15,transient,19,1.0
6,0011,16,transient,20,1.0
6,0011,17,transient,21,1.0
6,0011,18,transient,22,1.0
6,0011,19,transient,23,1.0
6,0011,20,transient,24,1.0
6,0011,21,transient,25,1.0
6,0011,22,transient,26,1.0
6,0011,23,transient,27,1.0
6,0011,24,transient,28,1.0
6,0011,25,transient,29,0.050000000000000044
6,0011,26,transient,30,1.0
6,0011,27,transient,31,1.0
6,0011,28,transient,32,1.0
6,0011,29,transient,17,1.0
6,0011,30,transient,18,1.0
6,0011,31,transient,19,1.0
6,0011,32,transient,20,1.0
6,0011,9,success,,0.95
6,0011,25,success,,0.95
6,0100,0,transient,1,0.9025
6,0100,0,transient,2,0.0475
6,0100,0,transient,3,0.0475
6,0100,0,transient,4,0.0025000000000000005
6,0100,1,transient,5,1.0
6,0100,2,transient,6,1.0
6,0100,3,transient,7,1.0
6,0100,4,transient,8,1.0
6,0100,5,transient,9,1.0
6,0100,6,transient,10,1.0
6,0100,7,transient,11,1.0
6,0100,8,transient,12,1.0
6,0100,9,transient,13,0.050000000000000044
6,0100,10,transient,1,0.95
6,0100,10,transient,2,0.05
6,0100,11,transient,14,1.0
6,0100,12,transient,3,0.95
6,0100,12,transient,4,0.05
6,0100,13,transient,0,1.0
6,0100,14,transient,0,1.0
6,0100,9,success,,0.95
6,0101,0,transient,1,0.9025
6,0101,0,transient,2,0.0475
6,0101,0,transient,3,0.0475
6,0101,0,transient,4,0.0025000000000000005
6,0101,1,transient,5,1.0
6,0101,2,transient,6,1.0
6,0101,3,transient,7,1.0
6,0101,4,transient,8,1.0
6,0101,5,transient,9,1.0
6,0101,6,transient,10,1.0
6,0101,7,transient,11,1.0
6,0101,8,transient,12,1.0
6,0101,9,transient,13,0.050000000000000044
6,0101,10,transient,1,0.95
6,0101,10,transient,2,0.05
6,0101,11,transient,14,1.0
6,0101,12,transient,3,0.95
6,0101,12,transient,4,0.05
6,0101,13,transient,15,1.0
6,0101,14,transient,16,1.0
6,0101,15,transient,17,1.0
6,0101,16,transient,18,1.0
6,0101,17,transient,19,1.0
6,0101,18,transient,20,1.0
6,0101,19,transient,21,0.050000000000000044
6,0101,20,transient,22,1.0
6,0101,21,transient,15,1.0
6,0101,22,transient,16,1.0
6,0101,9,success,,0.95
6,0101,19,success,,0.95
6,0110,0,transient,1,0.9025
6,0110,0,transient,2,0.0475
6,0110,0,transient,3,0.0475
6,0110,0,transient,4,0.0025000000000000005
6,0110,1,transient,5,1.0
6,0110,2,transient,6,1.0
6,0110,3,transient,7,1.0
6,0110,4,transient,8,1.0
6,0110,5,transient,9,1.0
6,0110,6,transient,10,1.0
6,0110,7,transient,11,1.0
6,0110,8,transient,12,1.0
6,0110,9,transient,13,0.050000000000000044
6,0110,10,transient,1,0.95
6,0110,10,transient,2,0.05
6,0110,11,transient,14,1.0
6,0110,12,transient,3,0.95
6,0110,12,transient,4,0.05
6,0110,13,transient,0,1.0
6,0110,14,transient,0,1.0
6,0110,9,success,,0.95
6,0111,0,transient,1,0.9025
6,0111,0,transient,2,0.0475
6,0111,0,transient,3,0.0475
6,0111,0,transient,4,0.0025000000000000005
6,0111,1,transient,5,1.0
6,0111,2,transient,6,1.0
6,0111,3,transient,7,1.0
6,0111,4,transient,8,1.0
6,0111,5,transient,9,1.0
6,0111,6,transient,10,1.0
6,0111,7,transient,11,1.0
6,0111,8,transient,12,1.0
6,0111,9,transient,13,0.050000000000000044
6,0111,10,transient,1,0.95
6,0111,10,transient,2,0.05
6,0111,11,transient,14,1.0
6,0111,12,transient,3,0.95
6,0111,12,transient,4,0.05
6,0111,13,transient,15,1.0
6,0111,14,transient,16,1.0
6,0111,15,transient,17,1.0
6,0111,16,transient,18,1.0
6,0111,17,transient,19,1.0
6,0111,18,transient,20,1.0
6,0111,19,transient,21,0.050000000000000044
6,0111,20,transient,22,1.0
6,0111,21,transient,15,1.0
6,0111,22,transient,16,1.0
6,0111,9,success,,0.95
6,0111,19,success,,0.95
6,1000,0,transient,1,0.9025
6,1000,0,transient,2,0.0475
6,1000,0,transient,3,0.0475
6,1000,0,transient,4,0.0025000000000000005
6,1000,1,transient,5,1.0
6,1000,2,transient,6,1.0
6,1000,3,transient,7,1.0
6,1000,4,transient,8,1.0
6,1000,5,transient,9,1.0
6,1000,6,transient,10,1.0
6,1000,7,transient,1,0.95
6,1000,7,transient,3,0.05
6,1000,8,transient,2,0.95
6,1000,8,transient,4,0.05
6,1000,9,transient,11,0.050000000000000044
6,1000,10,transient,12,1.0
6,1000,11,transient,0,1.0
6,1000,12,transient,0,1.0
6,1000,9,success,,0.95
6,1001,0,transient,1,0.9025
6,1001,0,transient,2,0.0475
6,1001,0,transient,3,0.0475
6,1001,0,transient,4,0.0025000000000000005
6,1001,1,transient,5,1.0
6,1001,2,transient,6,1.0
6,1001,3,transient,7,1.0
6,1001,4,transient,8,1.0
6,1001,5,transient,9,1.0
6,1001,6,transient,10,1.0
6,1001,7,transient,1,0.95
6,1001,7,transient,3,0.05
6,1001,8,transient,2,0.95
6,1001,8,transient,4,0.05
6,1001,9,transient,11,0.050000000000000044
6,1001,10,transient,12,1.0
6,1001,11,transient,13,1.0
6,1001,12,transient,14,1.0
6,1001,13,transient,15,1.0
6,1001,14,transient,16,1.0
6,1001,15,transient,17,1.0
6,1001,16,transient,18,1.0
6,1001,17,transient,19,0.050000000000000044
6,1001,18,transient,20,1.0
6,1001,19,transient,13,1.0
6,1001,20,transient,14,1.0
6,1001,9,success,,0.95
6,1001,17,success,,0.95
6,1010,0,transient,1,0.9025
6,1010,0,transient,2,0.0475
6,1010,0,transient,3,0.0475
6,1010,0,transient,4,0.0025000000000000005
6,1010,1,transient,5,1.0
6,1010,2,transient,6,1.0
6,1010,3,transient,7,1.0
6,1010,4,transient,8,1.0
6,1010,5,transient,9,1.0
6,1010,6,transient,10,1.0
6,1010,7,transient,1,0.95
6,1010,7,transient,3,0.05
6,1010,8,transient,2,0.95
6,1010,8,transient,4,0.05
6,1010,9,transient,11,0.050000000000000044
6,1010,10,transient,12,1.0
6,1010,11,transient,0,1.0
6,1010,12,transient,0,1.0
6,1010,9,success,,0.95
6,1011,0,transient,1,0.9025
6,1011,0,transient,2,0.0475
6,1011,0,transient,3,0.0475
6,1011,0,transient,4,0.0025000000000000005
6,1011,1,transient,5,1.0
6,1011,2,transient,6,1.0
6,1011,3,transient,7,1.0
6,1011,4,transient,8,1.0
6,1011,5,transient,9,1.0
6,1011,6,transient,10,1.0
6,1011,7,transient,1,0.95
6,1011,7,transient,3,0.05
6,1011,8,transient,2,0.95
6,1011,8,transient,4,0.05
6,1011,9,transient,11,0.050000000000000044
6,1011,10,transient,12,1.0
6,1011,11,transient,13,1.0
6,1011,12,transient,14,1.0
6,1011,13,transient,15,1.0
6,1011,14,transient,16,1.0
6,1011,15,transient,17,1.0
6,1011,16,transient,18,1.0
6,1011,17,transient,19,0.050000000000000044
6,1011,18,transient,20,1.0
6,1011,19,transient,13,1.0
6,1011,20,transient,14,1.0
6,1011,9,success,,0.95
6,1011,17,success,,0.95
6,1100,0,transient,1,0.9025
6,1100,0,transient,2,0.0475
6,1100,0,transient,3,0.0475
6,1100,0,transient,4,0.0025000000000000005
6,1100,1,transient,5,1.0
6,1100,2,transient,6,1.0
6,1100,3,transient,7,1.0
6,1100,4,transient,8,1.0
6,1100,5,transient,9,1.0
6,1100,6,transient,10,1.0
6,1100,7,transient,1,0.95
6,1100,7,transient,3,0.05
6,1100,8,transient,2,0.95
6,1100,8,transient,4,0.05
6,1100,9,transient,11,0.050000000000000044
6,1100,10,transient,12,0.95
6,1100,10,transient,13,0.05
6,1100,11,transient,0,1.0
6,1100,12,transient,5,1.0
6,1100,13,transient,6,1.0
6,1100,9,success,,0.95
6,1101,0,transient,1,0.9025
6,1101,0,transient,2,0.0475
6,1101,0,transient,3,0.0475
6,1101,0,transient,4,0.0025000000000000005
6,1101,1,transient,5,1.0
6,1101,2,transient,6,1.0
6,1101,3,transient,7,1.0
6,1101,4,transient,8,1.0
6,1101,5,transient,9,1.0
6,1101,6,transient,10,1.0
6,1101,7,transient,1,0.95
6,1101,7,transient,3,0.05
6,1101,8,transient,2,0.95
6,1101,8,transient,4,0.05
6,1101,9,transient,11,0.050000000000000044
6,1101,10,transient,12,0.95
6,1101,10,transient,13,0.05
6,1101,11,transient,14,1.0
6,1101,12,transient,5,1.0
6,1101,13,transient,6,1.0
6,1101,14,transient,15,1.0
6,1101,15,transient,16,1.0
6,1101,16,transient,17,0.050000000000000044
6,1101,17,transient,14,1.0
6,1101,9,success,,0.95
6,1101,16,success,,0.95
6,1110,0,transient,1,0.9025
6,1110,0,transient,2,0.0475
6,1110,0,transient,3,0.0475
6,1110,0,transient,4,0.0025000000000000005
6,1110,1,transient,5,1.0
6,1110,2,transient,6,1.0
6,1110,3,transient,7,1.0
6,1110,4,transient,8,1.0
6,1110,5,transient,9,1.0
6,1110,6,transient,10,1.0
6,1110,7,transient,1,0.95
6,1110,7,transient,3,0.05
6,1110,8,transient,2,0.95
6,1110,8,transient,4,0.05
6,1110,9,transient,11,0.050000000000000044
6,1110,10,transient,12,0.95
6,1110,10,transient,13,0.05
6,1110,11,transient,0,1.0
6,1110,12,transient,5,1.0
6,1110,13,transient,6,1.0
6,1110,9,success,,0.95
6,1111,0,transient,1,0.9025
6,1111,0,transient,2,0.0475
6,1111,0,transient,3,0.0475
6,1111,0,transient,4,0.0025000000000000005
6,1111,1,transient,5,1.0
6,1111,2,transient,6,1.0
6,1111,3,transient,7,1.0
6,1111,4,transient,8,1.0
6,1111,5,transient,9,1.0
6,1111,6,transient,10,1.0
6,1111,7,transient,1,0.95
6,1111,7,transient,3,0.05
6,1111,8,transient,2,0.95
6,1111,8,transient,4,0.05
6,1111,9,transient,11,0.050000000000000044
6,1111,10,transient,12,0.95
6,1111,10,transient,13,0.05
6,1111,11,transient,14,1.0
6,1111,12,transient,5,1.0
6,1111,13,transient,6,1.0
6,1111,14,transient,15,1.0
6,1111,15,transient,16,1.0
6,1111,16,transient,17,0.050000000000000044
6,1111,17,transient,14,1.0
6,1111,9,success,,0.95
6,1111,16,success,,0.95
